Text,Date
"The United States mourns for the victims of Nice, France. We pledge our solidarity with France against terror.  https://t.co/7irbz08oT3",Fri Jul 14 13:39:47 +0000 2017
Great evening with President @EmmanuelMacron &amp; Mrs. Macron. Went to Eiffel Tower for dinner. Relationship with France stronger than ever. https://t.co/ib1pdUYoEU,Fri Jul 14 07:56:26 +0000 2017
"Melania and I were thrilled to join the dedicated men and women of the @USEmbassyFrance, members of the U.S. Military and their families. https://t.co/ZSdsJ0Bsbl",Thu Jul 13 12:50:16 +0000 2017
"Just landed in Paris, France with @FLOTUS Melania. https://t.co/knULGOQF1K",Thu Jul 13 08:06:11 +0000 2017
Getting rdy to leave for France @ the invitation of President Macron to celebrate &amp; honor Bastille Day and 100yrs since U.S. entry into WWI.,Wed Jul 12 22:35:53 +0000 2017
"""After 14 years, U.S. beef hits Chinese market. Trade deal an exciting opportunity for agriculture."" https://t.co/gDGgejqFMs",Wed Jul 12 20:20:56 +0000 2017
".@WashTimes states ""Democrats have willfully used Moscow disinformation to influence the presidential election against Donald Trump.""",Wed Jul 12 12:12:42 +0000 2017
"RT @FoxNews: .@jessebwatters on @DonaldJTrumpJr meeting with Russian attorney: ""I believe Don Jr. is the victim here."" #TheFive https://t.c",Wed Jul 12 09:55:47 +0000 2017
"When I left Conference Room for short meetings with Japan and other countries, I asked Ivanka to hold seat. Very standard. Angela M agrees!",Mon Jul 10 11:31:33 +0000 2017
"The fact that President Putin and I discussed a Cyber Security unit  doesn't mean I think it can happen. It can't-but a ceasefire can,&amp; did!",Mon Jul 10 00:45:13 +0000 2017
Sanctions were not discussed at my meeting with President Putin. Nothing will be done until the Ukrainian &amp; Syrian problems are solved!,Sun Jul 09 12:31:23 +0000 2017
"Putin &amp; I discussed forming an impenetrable Cyber Security unit    so that election hacking, &amp; many other negative things, will be guarded..",Sun Jul 09 11:50:24 +0000 2017
...We negotiated a ceasefire in parts of Syria which will save lives. Now it is time to move forward in working constructively with Russia!,Sun Jul 09 11:37:42 +0000 2017
I strongly pressed President Putin twice about Russian meddling in our election. He vehemently denied it. I've already given my opinion.....,Sun Jul 09 11:31:22 +0000 2017
"Leaving Hamburg for Washington, D.C. and the WH. Just left Chinas President Xi where we had an excellent meeting on trade &amp; North Korea.",Sat Jul 08 18:55:23 +0000 2017
The #G20Summit was a wonderful success and carried out beautifully by Chancellor Angela Merkel. Thank you!,Sat Jul 08 18:20:56 +0000 2017
"Great first day with world leaders at the #G20Summit here in Hamburg, Germany. Looking forward to day two! #USA https://t.co/bLKgZKQemw",Fri Jul 07 23:33:26 +0000 2017
"I look forward to all meetings today with world leaders, including my meeting with Vladimir Putin. Much to discuss.
#G20Summit #USA",Fri Jul 07 07:42:37 +0000 2017
After Poland had a great meeting with Chancellor Merkel and then with PM Shinz Abe of Japan &amp; President Moon of South Korea.,Fri Jul 07 07:07:20 +0000 2017
"A strong Poland is a blessing to the nations of Europe, and a strong Europe is a blessing to the West, and to the world. https://t.co/vHzPwMtJSm",Thu Jul 06 20:45:21 +0000 2017
Trade between China and North Korea grew almost 40% in the first quarter. So much for China working with us - but we had to give it a try!,Wed Jul 05 11:21:23 +0000 2017
"Getting ready to leave for Poland, after which I will travel to Germany for the G-20. Will be back on Saturday.",Wed Jul 05 10:51:59 +0000 2017
....and Japan will put up with this much longer. Perhaps China will put a heavy move on North Korea and end this nonsense once and for all!,Tue Jul 04 02:24:39 +0000 2017
North Korea has just launched another missile. Does this guy have anything better to do with his life? Hard to believe that South Korea.....,Tue Jul 04 02:19:02 +0000 2017
Will be speaking with Italy this morning!,Mon Jul 03 11:38:20 +0000 2017
Will be speaking with Germany and France this morning.,Mon Jul 03 11:00:56 +0000 2017
Happy Canada Day to all of the great people of Canada and to your Prime Minister and my new found friend @JustinTrudeau. #Canada150,Sat Jul 01 12:44:23 +0000 2017
The era of strategic patience with the North Korea regime has failed. That patience is over. We are working closely with.... https://t.co/nCZ51HnIdx,Fri Jun 30 20:55:44 +0000 2017
"I am encouraged by President Moon's assurances that he will work to level the playing field for American workers, businesses, &amp; automakers. https://t.co/DfsTyS4KUo",Fri Jun 30 18:19:13 +0000 2017
Just finished a very good meeting with the President of South Korea. Many subjects discussed including North Korea and new trade deal!,Fri Jun 30 01:44:01 +0000 2017
"#ICYMI- on Monday, I had the great honor of welcoming India's Prime Minister @narendramodi to the WH. Full Remarks: https://t.co/FK03YMKWCy https://t.co/T9l3ggNX3T",Wed Jun 28 20:19:38 +0000 2017
Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!,Tue Jun 27 12:30:38 +0000 2017
RT @foxandfriends: Hannity: Russia allegations 'boomeranging back' on Democrats https://t.co/lvdrpxpcp9,Tue Jun 27 11:00:53 +0000 2017
"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!",Tue Jun 27 10:33:42 +0000 2017
"RT @WhiteHouse: Today @POTUS will welcome the Prime Minister of India, @narendramodi, to the White House. https://t.co/MIi1ifmdAN",Mon Jun 26 18:16:47 +0000 2017
The real story is that President Obama did NOTHING after being informed in August about Russian meddling. With 4 months looking at Russia...,Mon Jun 26 12:59:31 +0000 2017
The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win..,Mon Jun 26 12:37:16 +0000 2017
"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?",Sat Jun 24 20:44:36 +0000 2017
"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling, why no action? Focus on them, not T!",Sat Jun 24 20:28:46 +0000 2017
Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?,Sat Jun 24 00:43:48 +0000 2017
"'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews 
https://t.co/d6daCFZHNh",Wed Jan 11 02:00:11 +0000 2017
"The Democrats had to come up with a story as to why they lost the election, and so badly (306), so they made up a story - RUSSIA. Fake news!",Thu Feb 16 14:39:52 +0000 2017
China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.,Sat Dec 17 13:57:20 +0000 2016
Big day on Thursday for Indiana and the great workers of that wonderful state.We will keep our companies and jobs in the U.S. Thanks Carrier,Wed Nov 30 03:50:44 +0000 2016
"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",Wed Jan 11 12:31:31 +0000 2017
We should tell China that we don't want the drone they stole back.- let them keep it!,Sun Dec 18 00:59:25 +0000 2016
"Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs....",Tue Dec 06 19:09:49 +0000 2016
Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canadaand the United States https://t.co/Rxr31QpxMK,Mon Feb 13 18:50:57 +0000 2017
The Democrats made up and pushed the Russian story as an excuse for running a terrible campaign. Big advantage in Electoral College &amp; lost!,Mon Mar 20 10:49:48 +0000 2017
"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",Sat Jan 07 15:10:46 +0000 2017
We should start an immediate investigation into @SenSchumer and his ties to Russia and Putin. A total hypocrite! https://t.co/Ik3yqjHzsA,Fri Mar 03 17:54:30 +0000 2017
Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!,Thu Dec 01 03:48:35 +0000 2016
"If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues",Thu Dec 08 01:56:40 +0000 2016
Great meeting with Ford CEO Mark Fields and General Motors CEO Mary Barra at the @WhiteHouse today. https://t.co/T0eIgO6LP8,Wed Jan 25 00:46:57 +0000 2017
"Vladimir Putin said today about Hillary and Dems: ""In my opinion, it is humiliating. One must be able to lose with dignity.""  So true!",Sat Dec 24 00:13:02 +0000 2016
"Having a good relationship with Russia is a good thing, not a bad thing. Only ""stupid"" people, or fools, would think that it is bad! We.....",Sat Jan 07 15:02:20 +0000 2017
Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,Wed Jan 04 13:19:09 +0000 2017
"The ""Unaffordable"" Care Act will soon be history!",Fri Jan 13 11:33:24 +0000 2017
"Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!",Mon Dec 19 23:21:11 +0000 2016
their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!,Sun Dec 04 22:30:22 +0000 2016
The first meeting Jeff Sessions had with the Russian Amb was set up by the Obama Administration under education program for 100 Ambs......,Sat Mar 04 11:26:47 +0000 2017
North Korea just stated that it is in the final stages of developing a nuclear weapon capable of reaching parts of the U.S. It won't happen!,Mon Jan 02 23:05:44 +0000 2017
"I don't know Putin, have no deals in Russia, and the haters are going crazy - yet Obama can make a deal with Iran, #1 in terror, no problem!",Tue Feb 07 12:11:29 +0000 2017
"For eight years Russia ""ran over"" President Obama, got stronger and stronger, picked-off Crimea and added missiles. Weak! @foxandfriends",Tue Mar 07 13:13:20 +0000 2017
Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,Wed Feb 15 12:42:20 +0000 2017
Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,Mon Feb 13 16:59:06 +0000 2017
This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,Wed Feb 15 12:08:12 +0000 2017
"Russia talk is FAKE NEWS put out by the Dems, and played up by the media, in order to mask the big election defeat and the illegal leaks!",Sun Feb 26 18:16:41 +0000 2017
Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,Sat Dec 03 03:06:41 +0000 2016
"Nick Adams new book, Green Card Warrior, is a must read. The merit-based system is the way to go. Canada, Australia! @foxandfriends",Fri Mar 03 12:00:39 +0000 2017
"If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?",Thu Dec 15 14:24:29 +0000 2016
"People must remember that ObamaCare just doesn't work, and it is not affordable - 116% increases (Arizona). Bill Clinton called it ""CRAZY""",Tue Jan 03 12:46:33 +0000 2017
"China has been taking out massive amounts of money &amp; wealth from the U.S. in totally one-sided trade, but won't help with North Korea. Nice!",Mon Jan 02 23:47:12 +0000 2017
"Our country needs strong borders and extreme vetting, NOW. Look what is happening all over Europe and, indeed, the world - a horrible mess!",Sun Jan 29 13:08:18 +0000 2017
Great move on delay (by V. Putin) - I always knew he was very smart!,Fri Dec 30 19:41:33 +0000 2016
The Democratic National Committee would not allow the FBI to study or see its computer info after it was supposedly hacked by Russia......,Fri Jan 06 00:30:15 +0000 2017
"Russians are playing @CNN and @NBCNews for such fools - funny to watch, they don't have a clue! @FoxNews totally gets it!",Fri Dec 30 22:18:18 +0000 2016
"Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..",Sun Dec 04 22:23:55 +0000 2016
"I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROGRESS - Will know soon!",Thu Nov 24 15:11:58 +0000 2016
"""@DanScavino: Ford to scrap Mexico plant, invest in Michigan due to Trump policies""
https://t.co/137nUo03Gl",Tue Jan 03 16:44:13 +0000 2017
"The ""Intelligence"" briefing on so-called ""Russian hacking"" was delayed until Friday, perhaps more time needed to build a case. Very strange!",Wed Jan 04 01:14:52 +0000 2017
"Played golf today with Prime Minister Abe of Japan and @TheBig_Easy, Ernie Els, and had a great time. Japan is very well represented!",Sat Feb 11 23:15:34 +0000 2017
"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",Fri Jan 13 11:11:13 +0000 2017
"...vast sums of money to NATO &amp; the United States must be paid more for the powerful, and very expensive, defense it provides to Germany!",Sat Mar 18 13:23:37 +0000 2017
A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,Fri Feb 03 12:51:58 +0000 2017
"A working dinner tonight with Prime Minister Abe of Japan, and his representatives, at the Winter White House (Mar-a-Lago). Very good talks!",Sat Feb 11 23:24:08 +0000 2017
"What about all of the contact with the Clinton campaign and the Russians? Also, is it true that the DNC would not let the FBI in to look?",Mon Mar 20 13:14:49 +0000 2017
James Clapper and others stated that there is no evidence Potus colluded with Russia. This story is FAKE NEWS and everyone knows it!,Mon Mar 20 10:35:28 +0000 2017
Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,Wed Feb 15 12:19:18 +0000 2017
"After two days of very productive talks, Prime Minister Abe is heading back to Japan. L",Sun Feb 12 13:04:49 +0000 2017
"North Korea is behaving very badly. They have been ""playing"" the United States for years. China has done little to help!",Fri Mar 17 13:07:15 +0000 2017
Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!,Mon Dec 12 13:17:54 +0000 2016
The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,Tue Feb 14 14:28:54 +0000 2017
"Who was it that secretly said to Russian President, ""Tell Vladimir that after the election I'll have more flexibility?"" @foxandfriends",Sun Mar 05 11:40:20 +0000 2017
I will be going to Indiana on Thursday to make a major announcement concerning Carrier A.C. staying in Indianapolis. Great deal for workers!,Wed Nov 30 03:40:16 +0000 2016
I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!,Fri Nov 18 02:15:28 +0000 2016
"I hereby demand a second investigation, after Schumer, of Pelosi for her close ties to Russia, and lying about it. https://t.co/qCDljfF3wN",Fri Mar 03 21:02:23 +0000 2017
"Just out: The same Russian Ambassador that met Jeff Sessions visited the Obama White House 22 times, and 4 times last year alone.",Sat Mar 04 11:42:59 +0000 2017
"much worse - just look at Syria (red line), Crimea, Ukraine and the build-up of Russian nukes. Not good! Was this the leaker of Fake News?",Mon Jan 16 00:29:05 +0000 2017
"Totally biased @NBCNews went out of its way to say that the big announcement from Ford, G.M., Lockheed &amp; others that jobs are coming back...",Wed Jan 18 12:34:09 +0000 2017
Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!,Mon Jan 09 14:16:34 +0000 2017
"Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach, Fla. They are a wonderful couple!",Sat Feb 11 13:33:53 +0000 2017
"Despite what you have heard from the FAKE NEWS, I had a GREAT meeting with German Chancellor Angela Merkel. Nevertheless, Germany owes.....",Sat Mar 18 13:15:41 +0000 2017
#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,Sun Feb 12 05:02:01 +0000 2017
Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.,Thu Dec 01 14:38:09 +0000 2016
Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,Mon Feb 13 15:53:08 +0000 2017
"The Democrat Governor.of Minnesota said ""The Affordable Care Act (ObamaCare) is no longer affordable!"" - And, it is lousy healthcare.",Tue Jan 03 12:51:15 +0000 2017
"I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia, U.K., China, Saudi Arabia, Japan,",Wed Nov 16 12:17:12 +0000 2016
"Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico",Fri Nov 18 02:01:52 +0000 2016
".@FoxNews ""Outgoing CIA Chief, John Brennan, blasts Pres-Elect Trump on Russia threat. Does not fully understand."" Oh really, couldn't do...",Mon Jan 16 00:16:20 +0000 2017
"Russia just said the unverified report paid for by political opponents is ""A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."" Very unfair!",Wed Jan 11 12:13:40 +0000 2017
"The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......",Fri Dec 23 21:17:42 +0000 2016
"The threat from radical Islamic terrorism is very real, just look at what is happening in Europe and the Middle-East. Courts must act fast!",Tue Feb 07 02:49:28 +0000 2017
"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",Fri Feb 10 13:35:50 +0000 2017
"Intelligence agencies should never have allowed this fake news to ""leak"" into the public. One last shot at me.Are we living in Nazi Germany?",Wed Jan 11 12:48:52 +0000 2017
"Having a great time hosting Prime Minister Shinzo Abe in the United States! 
https://t.co/Fvjsac89qS 
https://t.co/OupKmRRuTI https://t.co/smGrnWakWQ",Sat Feb 11 18:28:31 +0000 2017
"Julian Assange said ""a 14 year old could have hacked Podesta"" - why was DNC so careless? Also said Russians did not give him the info!",Wed Jan 04 12:22:38 +0000 2017
